customer_id,tenure_months,contract_type,monthly_charges,total_charges,support_tickets_count,avg_monthly_logins,used_premium_features,payment_method,income_bracket,last_nps_score,churned
CUST-1303,25,Month-to-Month,119.74,3022.23,5,21,0,Credit Card,100k-150k,4,0
CUST-1304,20,Month-to-Month,94.2,1861.96,0,3,1,Bank Transfer,50k-100k,9,1
CUST-1305,44,Two-Year,87.26,3974.62,0,13,0,Bank Transfer,<50k,4,1
CUST-1306,47,Month-to-Month,114.79,4955.29,2,3,1,Electronic Check,50k-100k,9,0
CUST-1307,4,One-Year,140.11,506.06,2,27,1,Bank Transfer,<50k,5,1
CUST-1308,45,One-Year,30.58,1325.36,0,34,1,Electronic Check,100k-150k,3,0
CUST-1309,33,One-Year,49.01,1483.26,0,13,0,Bank Transfer,,4,0
CUST-1310,11,Month-to-Month,113.38,1161.32,4,22,0,Credit Card,<50k,,0
CUST-1311,43,Month-to-Month,190.41,8326.24,0,7,1,Electronic Check,<50k,5,1
CUST-1312,12,Two-Year,173.88,1990.65,2,28,0,Credit Card,,1,1
CUST-1313,42,Month-to-Month,89.78,3641.26,1,6,1,Bank Transfer,<50k,7,0
CUST-1314,25,One-Year,110.3,2656.19,3,11,0,Credit Card,100k-150k,,0
CUST-1315,7,Month-to-Month,129.43,924.44,2,12,1,Bank Transfer,100k-150k,3,0
CUST-1316,27,Month-to-Month,39.77,1071.91,0,34,0,Electronic Check,,9,0
CUST-1317,7,Month-to-Month,152.53,1038.12,2,25,0,Electronic Check,,10,0
CUST-1318,11,Month-to-Month,108.78,1165.92,0,32,1,Credit Card,50k-100k,5,1
CUST-1319,42,Month-to-Month,167.91,6430.39,1,37,1,Credit Card,,8,0
CUST-1320,48,One-Year,46.45,2144.54,1,1,0,Electronic Check,,,0
CUST-1321,42,One-Year,190.56,7639.37,0,15,1,Bank Transfer,100k-150k,10,0
CUST-1322,24,One-Year,48.38,1177.26,0,22,1,Electronic Check,,5,0
CUST-1323,7,Month-to-Month,56.91,366.93,2,27,0,Bank Transfer,100k-150k,4,0
CUST-1324,14,Month-to-Month,161.84,2282.79,0,27,0,Electronic Check,,10,0
CUST-1325,30,One-Year,191.55,5287.9,1,34,0,Electronic Check,,10,0
CUST-1326,12,One-Year,58.52,717.89,0,39,1,Electronic Check,,,0
CUST-1327,16,Month-to-Month,192.81,3225.55,1,9,0,Bank Transfer,100k-150k,9,0
CUST-1328,21,One-Year,188.04,3928.65,0,40,1,Electronic Check,50k-100k,,0
CUST-1329,12,Month-to-Month,147.03,1673.24,0,23,1,Electronic Check,100k-150k,7,0
CUST-1330,35,Month-to-Month,173.04,6185.07,1,2,1,Credit Card,<50k,1,0
CUST-1331,11,Two-Year,145.18,1472.36,0,19,0,Electronic Check,<50k,8,0
CUST-1332,48,One-Year,67.13,3212.79,0,33,1,Electronic Check,100k-150k,7,0
CUST-1333,44,Month-to-Month,122.86,4875.77,0,40,1,Credit Card,,6,0
CUST-1334,39,Month-to-Month,152.24,5515.95,1,5,0,Credit Card,>150k,2,0
CUST-1335,36,Month-to-Month,56.36,2083.54,0,30,0,Credit Card,<50k,6,0
CUST-1336,41,One-Year,141.52,5649.04,1,23,0,Electronic Check,50k-100k,,0
CUST-1337,33,Month-to-Month,121.32,3845.47,0,14,1,Bank Transfer,50k-100k,,0
CUST-1338,31,Two-Year,169.03,5487.1,0,23,1,Credit Card,,,0
CUST-1339,3,One-Year,83.56,260.05,4,25,1,Electronic Check,>150k,,0
CUST-1340,24,Month-to-Month,115.49,2696.98,0,13,1,Electronic Check,<50k,2,0
CUST-1341,35,Month-to-Month,135.58,4420.8,1,14,1,Credit Card,<50k,7,0
CUST-1342,48,One-Year,33.04,1597.86,0,5,0,Credit Card,>150k,9,0
CUST-1343,17,Month-to-Month,105.69,1726.06,0,25,0,Electronic Check,<50k,10,0
CUST-1344,3,One-Year,41.34,128.88,0,20,0,Bank Transfer,>150k,8,0
CUST-1345,2,Month-to-Month,119.69,220.34,0,35,1,Electronic Check,<50k,,1
CUST-1346,36,Month-to-Month,36.1,1281.29,0,36,0,Bank Transfer,<50k,6,0
CUST-1347,33,Month-to-Month,60.28,1974.39,0,8,0,Electronic Check,>150k,,0
CUST-1348,36,Month-to-Month,122.44,4159.23,0,7,0,Electronic Check,100k-150k,6,0
CUST-1349,16,Month-to-Month,134.32,2224.38,0,29,1,Electronic Check,100k-150k,10,0
CUST-1350,21,Two-Year,57.67,1146.86,2,28,1,Bank Transfer,<50k,,0
CUST-1351,23,One-Year,111.79,2356.03,1,6,1,Credit Card,,4,0
CUST-1352,5,One-Year,180.66,928.08,1,38,1,Electronic Check,<50k,1,0
CUST-1353,35,Month-to-Month,160.78,5373.36,0,38,1,Credit Card,50k-100k,9,0
CUST-1354,1,One-Year,173.16,176.79,1,11,0,Bank Transfer,<50k,,0
CUST-1355,10,One-Year,111.2,1060.65,0,32,0,Credit Card,50k-100k,4,0
CUST-1356,24,Month-to-Month,185.04,4584.1,0,21,0,Electronic Check,,5,1
CUST-1357,35,One-Year,93.03,3115.32,1,5,1,Bank Transfer,,4,0
CUST-1358,23,Month-to-Month,110.96,2528.17,1,9,1,Credit Card,<50k,9,1
CUST-1359,12,Month-to-Month,131.34,1611.61,2,27,1,Electronic Check,<50k,8,0
CUST-1360,42,One-Year,32.82,1249.52,1,11,0,Electronic Check,50k-100k,10,0
CUST-1361,12,Month-to-Month,97.93,1228.5,1,19,0,Credit Card,50k-100k,,1
CUST-1362,27,One-Year,164.08,4532.35,0,33,1,Credit Card,>150k,,0
CUST-1363,5,Month-to-Month,94.53,433.08,0,33,1,Credit Card,100k-150k,3,0
CUST-1364,3,Two-Year,119.34,362.62,0,9,0,Electronic Check,100k-150k,9,0
CUST-1365,45,Month-to-Month,68.01,3122.71,2,25,1,Electronic Check,,10,1
CUST-1366,31,One-Year,183.71,5197.11,1,35,1,Bank Transfer,<50k,1,0
CUST-1367,1,Month-to-Month,63.92,65.24,1,7,0,Bank Transfer,100k-150k,5,1
CUST-1368,37,Month-to-Month,75.85,2812.32,2,27,1,Credit Card,50k-100k,9,0
CUST-1369,37,Month-to-Month,148.93,5567.54,3,8,0,Bank Transfer,>150k,3,1
CUST-1370,22,One-Year,133.38,2942.24,0,25,0,Credit Card,,,0
CUST-1371,5,Month-to-Month,92.04,456.22,2,26,1,Electronic Check,,,0
CUST-1372,41,Month-to-Month,30.82,1298.48,4,34,1,Credit Card,<50k,10,0
CUST-1373,40,Month-to-Month,35.13,1315.11,0,11,0,Bank Transfer,>150k,6,0
CUST-1374,13,Month-to-Month,154.28,1825.72,0,19,1,Bank Transfer,,5,0
CUST-1375,30,Two-Year,126.73,3570.62,1,7,0,Electronic Check,50k-100k,2,0
CUST-1376,35,One-Year,126.73,4453.86,5,37,1,Credit Card,>150k,8,0
CUST-1377,2,Month-to-Month,72.83,139.46,2,15,0,Bank Transfer,50k-100k,6,1
CUST-1378,17,Month-to-Month,44.81,762.57,3,5,0,Bank Transfer,50k-100k,,1
CUST-1379,48,One-Year,183.69,8595.37,0,16,1,Credit Card,<50k,4,0
CUST-1380,7,Month-to-Month,42.34,309.23,1,1,0,Bank Transfer,50k-100k,6,0
CUST-1381,37,Two-Year,112.44,4358.56,4,18,1,Credit Card,>150k,3,0
CUST-1382,31,Two-Year,34.54,1019.44,3,12,1,Credit Card,100k-150k,8,1
CUST-1383,44,Month-to-Month,127.77,5334.13,1,17,0,Electronic Check,50k-100k,5,0
CUST-1384,24,Month-to-Month,101.07,2335.6,2,24,1,Bank Transfer,50k-100k,10,0
CUST-1385,15,One-Year,151.54,2319.96,1,25,0,Credit Card,,3,1
CUST-1386,27,Month-to-Month,198.25,5499.46,1,21,1,Bank Transfer,50k-100k,10,1
CUST-1387,11,Month-to-Month,167.35,1788.35,1,29,1,Bank Transfer,50k-100k,9,0
CUST-1388,23,Month-to-Month,49.61,1175.38,5,13,0,Bank Transfer,50k-100k,9,0
CUST-1389,6,Month-to-Month,77.71,463.82,0,11,1,Bank Transfer,100k-150k,10,0
CUST-1390,6,Month-to-Month,67.8,385.46,0,18,1,Bank Transfer,,6,0
CUST-1391,29,Month-to-Month,60.26,1578.84,2,17,0,Credit Card,<50k,2,0
CUST-1392,31,Month-to-Month,33.48,995.9,2,6,0,Bank Transfer,100k-150k,2,0
CUST-1393,20,Month-to-Month,154.39,2984.28,0,34,0,Credit Card,<50k,,1
CUST-1394,31,Month-to-Month,177.05,5709.35,1,9,0,Electronic Check,100k-150k,10,0
CUST-1395,35,Month-to-Month,88.02,3022.01,3,29,1,Bank Transfer,50k-100k,3,1
CUST-1396,9,Month-to-Month,108.76,882.18,4,31,1,Credit Card,>150k,5,0
CUST-1397,36,Month-to-Month,99.0,3507.27,0,11,1,Bank Transfer,<50k,2,1
CUST-1398,40,One-Year,145.39,5482.38,2,18,1,Credit Card,,3,0
CUST-1399,30,One-Year,75.26,2242.93,0,2,0,Credit Card,,1,1
CUST-1400,18,Month-to-Month,103.53,1679.48,0,1,1,Credit Card,50k-100k,5,1
CUST-1401,24,Month-to-Month,163.54,3726.9,3,10,0,Bank Transfer,>150k,2,1
CUST-1402,17,One-Year,169.8,2650.75,2,16,1,Bank Transfer,<50k,1,0
CUST-1403,7,Month-to-Month,195.96,1331.84,2,20,1,Credit Card,100k-150k,1,0
CUST-1404,8,Month-to-Month,137.55,1023.16,3,14,0,Credit Card,100k-150k,6,0
CUST-1405,38,Month-to-Month,163.15,5588.03,0,31,0,Bank Transfer,>150k,4,1
CUST-1406,40,Month-to-Month,193.84,7861.64,0,23,0,Electronic Check,50k-100k,2,1
CUST-1407,36,One-Year,157.64,5793.24,1,13,0,Electronic Check,50k-100k,3,1
CUST-1408,46,Month-to-Month,79.1,3655.18,0,12,1,Bank Transfer,>150k,,0
CUST-1409,36,Month-to-Month,119.29,4154.47,3,35,1,Bank Transfer,<50k,9,1
CUST-1410,2,One-Year,90.89,180.51,0,5,1,Credit Card,50k-100k,8,1
CUST-1411,19,Month-to-Month,137.95,2402.37,1,5,0,Credit Card,<50k,1,0
CUST-1412,7,Month-to-Month,138.1,926.38,1,40,1,Credit Card,50k-100k,10,1
CUST-1413,14,One-Year,186.83,2680.52,1,4,1,Electronic Check,>150k,7,0
CUST-1414,4,One-Year,74.19,268.89,0,20,0,Credit Card,,2,1
CUST-1415,25,Month-to-Month,118.45,2775.62,1,12,1,Electronic Check,<50k,10,0
CUST-1416,43,Month-to-Month,46.7,2045.99,1,33,1,Electronic Check,<50k,10,0
CUST-1417,21,One-Year,198.46,4279.05,1,28,1,Electronic Check,<50k,9,0
CUST-1418,48,Month-to-Month,192.48,8935.31,0,3,1,Electronic Check,<50k,,1
CUST-1419,20,Two-Year,65.52,1241.26,2,18,0,Credit Card,<50k,6,0
CUST-1420,38,Month-to-Month,72.56,2605.75,1,37,0,Electronic Check,<50k,6,1
CUST-1421,45,One-Year,168.32,6925.31,1,3,1,Credit Card,>150k,6,0
CUST-1422,27,Two-Year,49.49,1357.02,2,39,0,Electronic Check,>150k,7,0
CUST-1423,21,Month-to-Month,54.43,1114.87,0,4,1,Bank Transfer,>150k,10,1
CUST-1424,19,One-Year,54.16,978.03,1,4,1,Bank Transfer,<50k,9,0
CUST-1425,9,Month-to-Month,62.68,541.16,1,36,0,Credit Card,<50k,7,0
CUST-1426,6,Month-to-Month,99.31,568.92,0,23,0,Bank Transfer,<50k,6,0
CUST-1427,29,One-Year,103.88,3128.9,0,24,0,Electronic Check,,2,0
CUST-1428,40,Two-Year,176.69,7230.3,0,8,1,Bank Transfer,50k-100k,6,0
CUST-1429,14,Month-to-Month,156.56,2153.09,1,10,0,Bank Transfer,100k-150k,9,1
CUST-1430,19,Month-to-Month,147.41,2634.68,1,1,0,Bank Transfer,100k-150k,,1
CUST-1431,42,Month-to-Month,195.56,8018.7,2,21,1,Electronic Check,50k-100k,3,0
CUST-1432,36,Two-Year,32.65,1101.48,1,22,1,Bank Transfer,>150k,1,0
CUST-1433,41,Month-to-Month,198.32,8511.56,0,4,1,Bank Transfer,,,0
CUST-1434,15,Month-to-Month,181.52,2718.82,0,25,0,Bank Transfer,<50k,3,1
CUST-1435,39,Month-to-Month,121.18,4399.99,0,35,0,Credit Card,50k-100k,,0
CUST-1436,10,One-Year,125.02,1154.82,0,35,0,Credit Card,50k-100k,3,0
CUST-1437,27,Two-Year,80.57,2201.15,3,18,0,Credit Card,<50k,3,0
CUST-1438,40,Month-to-Month,125.4,4688.14,0,2,1,Credit Card,100k-150k,8,0
CUST-1439,31,One-Year,92.57,2949.5,1,9,0,Credit Card,<50k,7,1
CUST-1440,18,Two-Year,66.83,1203.78,0,14,0,Credit Card,,,0
CUST-1441,21,Two-Year,179.89,3642.2,2,39,1,Electronic Check,50k-100k,,0
CUST-1442,35,Month-to-Month,177.88,6338.1,1,29,1,Credit Card,,4,0
CUST-1443,48,Month-to-Month,94.86,4620.55,5,13,1,Bank Transfer,50k-100k,5,1
CUST-1444,11,Month-to-Month,133.23,1330.97,1,10,1,Electronic Check,50k-100k,9,0
CUST-1445,45,Month-to-Month,95.82,4089.92,0,30,0,Bank Transfer,<50k,6,0
CUST-1446,11,One-Year,50.0,504.42,1,24,0,Electronic Check,>150k,9,0
CUST-1447,36,Month-to-Month,159.6,5957.26,1,10,0,Credit Card,<50k,1,1
CUST-1448,29,Month-to-Month,59.72,1792.12,5,1,1,Credit Card,50k-100k,8,1
CUST-1449,32,Month-to-Month,129.11,4013.18,1,6,0,Credit Card,,5,0
CUST-1450,14,Month-to-Month,54.2,757.28,0,3,1,Bank Transfer,,1,0
CUST-1451,11,One-Year,132.89,1467.24,1,36,0,Bank Transfer,>150k,,1
CUST-1452,20,Month-to-Month,181.58,3715.27,2,36,0,Bank Transfer,50k-100k,2,1
CUST-1453,34,Month-to-Month,64.67,2047.85,0,37,0,Bank Transfer,>150k,,0
CUST-1454,19,Month-to-Month,173.13,3088.64,1,40,1,Credit Card,100k-150k,8,0
CUST-1455,32,One-Year,179.22,5361.74,0,13,0,Credit Card,<50k,2,0
CUST-1456,40,Two-Year,99.39,3777.09,1,14,0,Electronic Check,<50k,5,1
CUST-1457,20,Month-to-Month,84.07,1514.81,2,22,1,Electronic Check,100k-150k,1,1
CUST-1458,22,Two-Year,110.45,2359.86,0,9,1,Credit Card,100k-150k,,0
CUST-1459,27,Two-Year,38.52,1017.33,1,21,0,Credit Card,100k-150k,6,0
CUST-1460,23,Month-to-Month,54.38,1283.4,0,25,0,Electronic Check,100k-150k,3,0
CUST-1461,20,One-Year,82.46,1492.1,1,32,0,Bank Transfer,50k-100k,5,0
CUST-1462,8,Month-to-Month,35.36,263.17,0,33,0,Bank Transfer,,3,0
CUST-1463,47,Two-Year,81.76,3647.13,2,7,0,Credit Card,>150k,8,0
CUST-1464,8,Month-to-Month,187.5,1504.59,1,6,1,Bank Transfer,,2,0
CUST-1465,20,Month-to-Month,157.94,3145.62,0,13,0,Bank Transfer,50k-100k,6,0
CUST-1466,18,Month-to-Month,75.52,1226.53,1,33,0,Credit Card,50k-100k,9,1
CUST-1467,46,One-Year,126.59,5390.43,0,22,1,Credit Card,<50k,,0
CUST-1468,25,Month-to-Month,101.5,2351.88,1,38,1,Electronic Check,50k-100k,6,0
CUST-1469,43,One-Year,42.35,1891.01,2,37,0,Credit Card,,8,0
CUST-1470,42,One-Year,108.12,4244.76,0,40,1,Bank Transfer,50k-100k,6,0
CUST-1471,30,Month-to-Month,40.11,1103.35,1,11,1,Bank Transfer,100k-150k,3,0
CUST-1472,46,One-Year,84.4,3872.37,2,35,1,Bank Transfer,100k-150k,4,0
CUST-1473,31,Month-to-Month,86.92,2754.03,1,28,1,Electronic Check,100k-150k,3,1
CUST-1474,46,One-Year,111.73,5082.14,1,36,0,Bank Transfer,<50k,7,1
CUST-1475,39,One-Year,93.41,3548.8,2,6,0,Credit Card,,1,0
CUST-1476,29,Month-to-Month,95.3,2726.91,0,21,1,Electronic Check,>150k,,0
CUST-1477,46,Two-Year,87.52,3677.25,0,33,1,Credit Card,,1,0
CUST-1478,4,Month-to-Month,124.21,520.09,0,19,0,Credit Card,50k-100k,10,1
CUST-1479,25,Month-to-Month,102.98,2398.62,0,9,0,Electronic Check,50k-100k,6,1
CUST-1480,43,Month-to-Month,30.97,1328.06,0,32,1,Credit Card,<50k,,0
CUST-1481,45,One-Year,101.37,4228.51,1,36,1,Bank Transfer,50k-100k,3,1
CUST-1482,32,One-Year,69.25,2161.17,1,35,1,Credit Card,,10,0
CUST-1483,38,Month-to-Month,146.38,5124.75,2,18,1,Electronic Check,<50k,10,0
CUST-1484,48,One-Year,142.68,6866.52,1,38,1,Electronic Check,<50k,6,1
CUST-1485,30,Month-to-Month,108.77,3295.97,1,19,1,Credit Card,<50k,10,0
CUST-1486,37,Month-to-Month,135.98,4964.45,1,19,0,Bank Transfer,50k-100k,3,0
CUST-1487,18,Month-to-Month,133.69,2265.12,0,8,0,Electronic Check,>150k,8,1
CUST-1488,45,Month-to-Month,59.74,2632.14,0,6,0,Electronic Check,,3,0
CUST-1489,27,One-Year,69.45,1811.45,1,14,1,Credit Card,100k-150k,2,0
CUST-1490,31,Month-to-Month,155.85,4893.5,1,25,1,Bank Transfer,50k-100k,,1
CUST-1491,29,Month-to-Month,82.67,2348.37,5,7,1,Bank Transfer,100k-150k,5,1
CUST-1492,7,Month-to-Month,128.31,870.48,2,16,0,Electronic Check,50k-100k,3,1
CUST-1493,1,One-Year,31.03,28.38,0,29,1,Credit Card,>150k,5,1
CUST-1494,6,Month-to-Month,130.0,806.59,0,39,0,Electronic Check,,,1
CUST-1495,43,One-Year,139.14,6105.55,0,8,0,Bank Transfer,50k-100k,2,0
CUST-1496,18,One-Year,146.68,2640.6,2,17,0,Credit Card,50k-100k,1,0
CUST-1497,4,Month-to-Month,167.18,619.7,0,13,1,Credit Card,100k-150k,2,0
CUST-1498,14,One-Year,47.06,636.6,0,3,0,Credit Card,100k-150k,5,1
CUST-1499,32,Month-to-Month,137.86,4587.69,2,18,0,Electronic Check,50k-100k,7,0
CUST-1500,32,Month-to-Month,97.67,3154.09,3,5,0,Credit Card,50k-100k,8,1
CUST-1501,23,Month-to-Month,80.48,1681.26,8,6,1,Electronic Check,,6,1
CUST-1502,19,One-Year,59.03,1016.03,0,13,1,Electronic Check,50k-100k,2,0
CUST-1503,6,Two-Year,103.46,576.33,0,2,0,Bank Transfer,50k-100k,9,0
CUST-1504,29,Two-Year,31.79,876.64,0,3,1,Credit Card,<50k,9,0
CUST-1505,35,Month-to-Month,127.49,4634.94,0,10,1,Electronic Check,<50k,10,0
CUST-1506,9,Month-to-Month,136.55,1272.82,3,7,1,Electronic Check,<50k,10,0
CUST-1507,8,Month-to-Month,164.86,1230.63,3,28,1,Electronic Check,100k-150k,6,0
CUST-1508,35,Month-to-Month,171.19,6105.28,2,38,0,Bank Transfer,<50k,5,0
CUST-1509,45,Month-to-Month,57.05,2404.35,1,9,0,Electronic Check,100k-150k,3,0
CUST-1510,1,Month-to-Month,186.44,187.56,1,19,1,Electronic Check,,8,1
CUST-1511,41,Month-to-Month,105.57,4050.87,0,3,0,Electronic Check,50k-100k,2,0
CUST-1512,23,Month-to-Month,123.81,2644.84,8,7,1,Electronic Check,50k-100k,8,0
CUST-1513,18,Month-to-Month,48.16,799.6,3,31,1,Credit Card,<50k,1,1
CUST-1514,14,Month-to-Month,85.83,1226.58,2,3,0,Electronic Check,<50k,9,0
CUST-1515,32,Month-to-Month,41.05,1228.6,1,38,1,Bank Transfer,<50k,6,1
CUST-1516,15,Month-to-Month,154.42,2386.91,0,15,0,Bank Transfer,100k-150k,,1
CUST-1517,40,Month-to-Month,94.85,3492.23,2,23,1,Credit Card,50k-100k,1,1
CUST-1518,9,Month-to-Month,108.14,936.99,2,15,1,Electronic Check,<50k,,0
CUST-1519,36,Two-Year,43.7,1618.11,1,14,1,Bank Transfer,50k-100k,7,0
CUST-1520,21,Month-to-Month,66.81,1457.9,4,37,0,Bank Transfer,,,0
CUST-1521,33,Month-to-Month,119.29,3825.91,2,7,1,Bank Transfer,<50k,9,0
CUST-1522,27,Two-Year,51.56,1314.67,1,6,0,Bank Transfer,100k-150k,3,0
CUST-1523,48,One-Year,194.99,9074.65,0,26,0,Bank Transfer,100k-150k,,1
CUST-1524,45,Month-to-Month,34.56,1499.03,0,40,0,Electronic Check,<50k,6,1
CUST-1525,44,Month-to-Month,37.77,1591.16,1,3,1,Bank Transfer,<50k,9,0
CUST-1526,14,Month-to-Month,85.94,1180.23,1,38,0,Electronic Check,>150k,6,1
CUST-1527,44,Month-to-Month,38.26,1609.24,1,33,0,Bank Transfer,>150k,,0
CUST-1528,24,One-Year,189.71,4650.11,4,5,0,Bank Transfer,<50k,,1
CUST-1529,5,Month-to-Month,75.91,381.28,1,14,0,Bank Transfer,50k-100k,,1
CUST-1530,27,Month-to-Month,138.6,3531.62,0,15,1,Bank Transfer,100k-150k,6,0
CUST-1531,34,One-Year,104.69,3365.87,0,20,0,Bank Transfer,<50k,,0
CUST-1532,4,Month-to-Month,77.34,322.8,1,11,1,Credit Card,,3,1
CUST-1533,21,One-Year,103.95,2085.7,0,3,1,Bank Transfer,<50k,8,1
CUST-1534,20,Month-to-Month,33.24,691.17,2,30,1,Credit Card,<50k,,0
CUST-1535,46,Month-to-Month,181.32,8719.73,2,37,0,Electronic Check,>150k,8,1
CUST-1536,31,Two-Year,52.7,1605.35,0,26,0,Bank Transfer,50k-100k,6,0
CUST-1537,38,Month-to-Month,161.82,6241.79,0,6,1,Electronic Check,100k-150k,,0
CUST-1538,32,Month-to-Month,131.86,4394.67,4,24,1,Credit Card,>150k,7,1
CUST-1539,19,Month-to-Month,81.37,1494.76,1,14,1,Electronic Check,,8,0
CUST-1540,28,One-Year,99.41,2853.98,1,10,0,Bank Transfer,50k-100k,,1
CUST-1541,38,One-Year,44.04,1608.95,4,27,0,Electronic Check,50k-100k,10,1
CUST-1542,12,One-Year,78.21,913.73,3,20,1,Bank Transfer,100k-150k,8,0
CUST-1543,10,Month-to-Month,191.52,1963.34,1,19,1,Credit Card,50k-100k,4,0
CUST-1544,32,Two-Year,40.34,1306.16,1,37,1,Bank Transfer,100k-150k,,0
CUST-1545,24,Month-to-Month,126.79,3124.49,0,4,0,Bank Transfer,50k-100k,3,1
CUST-1546,24,Month-to-Month,184.06,4211.58,0,34,0,Electronic Check,<50k,3,0
CUST-1547,11,Month-to-Month,177.32,1997.38,2,20,1,Electronic Check,100k-150k,6,0
CUST-1548,10,Month-to-Month,117.09,1119.32,1,22,0,Credit Card,<50k,9,1
CUST-1549,36,One-Year,170.34,6002.53,1,36,0,Bank Transfer,50k-100k,2,1
CUST-1550,2,Month-to-Month,81.97,156.46,3,39,1,Credit Card,>150k,1,1
CUST-1551,9,Two-Year,53.2,447.19,0,9,0,Bank Transfer,100k-150k,2,0
CUST-1552,28,Month-to-Month,47.33,1350.36,1,4,1,Credit Card,,1,0
CUST-1553,7,One-Year,185.42,1208.14,4,12,1,Credit Card,<50k,,1
CUST-1554,11,Two-Year,161.74,1764.81,1,5,0,Electronic Check,>150k,9,0
CUST-1555,19,Month-to-Month,157.18,2689.72,2,14,1,Bank Transfer,100k-150k,3,0
CUST-1556,12,One-Year,195.82,2264.34,1,27,0,Bank Transfer,<50k,2,0
CUST-1557,24,One-Year,123.71,2690.22,0,8,1,Bank Transfer,50k-100k,5,0
CUST-1558,15,One-Year,78.4,1209.29,0,5,1,Electronic Check,50k-100k,,0
CUST-1559,7,Month-to-Month,117.85,826.17,0,26,1,Electronic Check,100k-150k,2,0
CUST-1560,11,Month-to-Month,194.79,2037.26,1,26,0,Credit Card,,8,0
CUST-1561,38,One-Year,157.57,6108.3,4,23,1,Electronic Check,100k-150k,,0
CUST-1562,10,One-Year,47.37,444.14,1,9,0,Credit Card,>150k,2,1
CUST-1563,12,Month-to-Month,144.46,1599.88,1,7,0,Electronic Check,>150k,8,1
CUST-1564,43,Month-to-Month,114.82,4845.26,3,35,0,Credit Card,,2,1
CUST-1565,25,Month-to-Month,35.12,813.49,2,20,0,Bank Transfer,50k-100k,5,0
CUST-1566,8,One-Year,112.39,883.9,1,31,1,Electronic Check,,9,0
CUST-1567,38,Two-Year,133.88,4847.9,5,21,0,Credit Card,100k-150k,3,1
CUST-1568,48,One-Year,159.08,7588.29,0,28,1,Bank Transfer,50k-100k,1,0
CUST-1569,42,Month-to-Month,43.44,1830.32,3,8,1,Credit Card,<50k,6,0
CUST-1570,28,One-Year,182.24,4796.52,2,38,0,Bank Transfer,50k-100k,7,1
CUST-1571,32,Month-to-Month,143.77,4372.43,1,22,0,Electronic Check,50k-100k,7,0
CUST-1572,5,One-Year,120.09,566.29,0,37,1,Credit Card,100k-150k,2,0
CUST-1573,38,Month-to-Month,40.44,1567.73,1,14,1,Credit Card,100k-150k,5,1
CUST-1574,43,Month-to-Month,63.01,2601.99,1,30,0,Credit Card,100k-150k,,0
CUST-1575,14,One-Year,169.06,2463.21,0,35,1,Electronic Check,>150k,1,0
CUST-1576,10,Month-to-Month,155.89,1582.02,3,27,1,Credit Card,100k-150k,7,1
CUST-1577,11,Month-to-Month,131.21,1386.85,0,13,0,Credit Card,>150k,5,0
CUST-1578,28,Month-to-Month,182.96,4765.81,0,2,1,Bank Transfer,100k-150k,3,1
CUST-1579,47,Month-to-Month,32.38,1565.9,0,39,1,Credit Card,,,0
CUST-1580,6,Month-to-Month,171.77,1057.84,0,37,0,Electronic Check,100k-150k,,0
CUST-1581,17,Month-to-Month,44.34,746.22,2,21,1,Electronic Check,>150k,,1
CUST-1582,7,Month-to-Month,193.89,1310.98,0,38,0,Bank Transfer,50k-100k,2,0
CUST-1583,44,Month-to-Month,76.21,3412.39,0,31,1,Bank Transfer,<50k,10,0
CUST-1584,4,One-Year,163.1,610.61,1,20,1,Electronic Check,<50k,,0
CUST-1585,26,Two-Year,185.05,4547.32,4,16,1,Credit Card,,,0
CUST-1586,42,Month-to-Month,34.76,1503.67,3,32,1,Electronic Check,50k-100k,6,0
CUST-1587,7,One-Year,147.74,1009.31,0,39,1,Bank Transfer,100k-150k,1,0
CUST-1588,29,One-Year,52.14,1451.73,1,21,0,Credit Card,<50k,9,0
CUST-1589,42,One-Year,172.98,7285.96,2,21,1,Bank Transfer,,3,0
CUST-1590,21,One-Year,62.77,1268.31,0,25,0,Credit Card,,9,0
CUST-1591,6,Two-Year,62.71,378.21,0,26,1,Electronic Check,50k-100k,,0
CUST-1592,37,Month-to-Month,151.16,5398.7,4,30,1,Credit Card,<50k,4,0
CUST-1593,18,Month-to-Month,113.01,1870.49,3,39,0,Bank Transfer,>150k,4,1
CUST-1594,10,Month-to-Month,194.94,1823.32,1,16,1,Electronic Check,100k-150k,8,0
CUST-1595,21,Two-Year,96.58,1889.92,0,28,1,Credit Card,<50k,1,0
CUST-1596,31,Two-Year,198.45,6403.55,5,39,0,Credit Card,50k-100k,10,0
CUST-1597,43,Month-to-Month,193.57,8189.78,1,17,0,Electronic Check,50k-100k,,1
CUST-1598,21,One-Year,102.6,2023.3,0,9,1,Bank Transfer,>150k,7,0
CUST-1599,40,One-Year,186.54,7294.06,1,11,1,Electronic Check,,3,0
CUST-1600,41,One-Year,38.05,1438.82,0,3,1,Bank Transfer,<50k,8,0
CUST-1601,32,Month-to-Month,89.61,2885.74,1,32,0,Electronic Check,,2,1
CUST-1602,19,Month-to-Month,57.61,1068.66,0,38,0,Electronic Check,,1,0
CUST-1603,27,Two-Year,70.85,1864.58,0,22,0,Bank Transfer,100k-150k,2,0
CUST-1604,7,One-Year,55.14,352.08,3,31,1,Electronic Check,,10,1
CUST-1605,3,One-Year,190.65,542.63,2,37,0,Credit Card,,5,1
