date,store_id,category,is_promotion,foot_traffic,marketing_spend_usd,revenue_usd
2023-06-20,Store-West,Home & Kitchen,0,33,11.85,744.72
2023-06-20,Store-West,Beauty,0,34,41.46,773.4
2023-06-21,Store-North,Electronics,0,45,17.51,1305.51
2023-06-21,Store-North,Apparel,1,51,203.22,1129.06
2023-06-21,Store-North,Home & Kitchen,0,31,42.95,776.5
2023-06-21,Store-North,Beauty,1,30,249.52,1010.06
2023-06-21,Store-South,Electronics,0,41,0.69,1219.99
2023-06-21,Store-South,Apparel,1,63,295.74,1150.09
2023-06-21,Store-South,Home & Kitchen,1,44,271.53,1071.33
2023-06-21,Store-South,Beauty,0,37,4.52,888.75
2023-06-21,Store-East,Electronics,0,56,5.01,1243.84
2023-06-21,Store-East,Apparel,0,33,2.79,699.38
2023-06-21,Store-East,Home & Kitchen,0,32,23.16,889.25
2023-06-21,Store-East,Beauty,0,24,13.01,712.15
2023-06-21,Store-West,Electronics,0,41,33.43,1275.82
2023-06-21,Store-West,Apparel,0,25,7.9,752.29
2023-06-21,Store-West,Home & Kitchen,0,60,24.61,902.87
2023-06-21,Store-West,Beauty,0,37,31.71,736.72
2023-06-22,Store-North,Electronics,0,35,32.92,1053.89
2023-06-22,Store-North,Apparel,0,48,32.14,850.3
2023-06-22,Store-North,Home & Kitchen,1,31,243.04,1030.54
2023-06-22,Store-North,Beauty,1,36,181.09,1084.41
2023-06-22,Store-South,Electronics,0,55,12.31,1354.78
2023-06-22,Store-South,Apparel,0,31,39.01,894.46
2023-06-22,Store-South,Home & Kitchen,0,21,31.35,687.5
2023-06-22,Store-South,Beauty,0,29,41.5,781.85
2023-06-22,Store-East,Electronics,0,78,48.69,1249.84
2023-06-22,Store-East,Apparel,0,45,0.36,729.79
2023-06-22,Store-East,Home & Kitchen,0,28,14.94,718.15
2023-06-22,Store-East,Beauty,0,24,4.49,730.66
2023-06-22,Store-West,Electronics,0,71,42.74,1144.07
2023-06-22,Store-West,Apparel,0,48,6.49,830.99
2023-06-22,Store-West,Home & Kitchen,0,21,45.17,717.26
2023-06-22,Store-West,Beauty,0,44,26.92,746.19
2023-06-23,Store-North,Electronics,0,35,19.28,1159.31
2023-06-23,Store-North,Apparel,0,23,40.24,757.25
2023-06-23,Store-North,Home & Kitchen,0,22,0.77,774.1
2023-06-23,Store-North,Beauty,0,27,29.24,827.85
2023-06-23,Store-South,Electronics,0,90,26.65,1374.91
2023-06-23,Store-South,Apparel,1,58,129.42,1224.54
2023-06-23,Store-South,Home & Kitchen,0,44,12.14,862.47
2023-06-23,Store-South,Beauty,0,51,41.7,830.77
2023-06-23,Store-East,Electronics,0,48,7.5,1092.23
2023-06-23,Store-East,Apparel,1,34,204.02,1144.88
2023-06-23,Store-East,Home & Kitchen,1,37,246.59,1013.5
2023-06-23,Store-East,Beauty,1,41,117.21,971.77
2023-06-23,Store-West,Electronics,1,49,148.59,1702.74
2023-06-23,Store-West,Apparel,0,46,16.9,809.39
2023-06-23,Store-West,Home & Kitchen,0,30,49.15,843.55
2023-06-23,Store-West,Beauty,0,34,40.14,736.17
2023-06-24,Store-North,Electronics,0,61,30.63,1826.01
2023-06-24,Store-North,Apparel,0,43,0.72,945.94
2023-06-24,Store-North,Home & Kitchen,0,36,41.02,1121.81
2023-06-24,Store-North,Beauty,1,91,277.21,1688.36
2023-06-24,Store-South,Electronics,1,127,169.56,2155.76
2023-06-24,Store-South,Apparel,0,36,13.91,1162.17
2023-06-24,Store-South,Home & Kitchen,0,66,44.28,1030.87
2023-06-24,Store-South,Beauty,0,66,44.96,1140.52
2023-06-24,Store-East,Electronics,0,49,7.91,1484.03
2023-06-24,Store-East,Apparel,0,28,43.35,976.22
2023-06-24,Store-East,Home & Kitchen,0,54,30.07,1036.9
2023-06-24,Store-East,Beauty,0,48,34.46,1129.38
2023-06-24,Store-West,Electronics,0,100,42.36,1799.62
2023-06-24,Store-West,Apparel,0,39,49.69,1119.34
2023-06-24,Store-West,Home & Kitchen,0,36,20.73,945.62
2023-06-24,Store-West,Beauty,1,89,227.59,1737.35
2023-06-25,Store-North,Electronics,1,66,82.39,2153.32
2023-06-25,Store-North,Apparel,0,62,35.43,1025.87
2023-06-25,Store-North,Home & Kitchen,0,66,26.98,1037.01
2023-06-25,Store-North,Beauty,0,38,25.81,985.12
2023-06-25,Store-South,Electronics,0,62,4.65,1591.14
2023-06-25,Store-South,Apparel,1,53,90.76,1410.6
2023-06-25,Store-South,Home & Kitchen,0,40,25.84,1148.56
2023-06-25,Store-South,Beauty,0,54,19.59,1126.5
2023-06-25,Store-East,Electronics,0,62,44.45,1620.59
2023-06-25,Store-East,Apparel,0,37,12.11,967.05
2023-06-25,Store-East,Home & Kitchen,1,68,124.38,1635.91
2023-06-25,Store-East,Beauty,0,44,19.47,1227.05
2023-06-25,Store-West,Electronics,0,70,1.43,1557.43
2023-06-25,Store-West,Apparel,0,40,12.63,1134.46
2023-06-25,Store-West,Home & Kitchen,0,38,0.96,985.12
2023-06-25,Store-West,Beauty,0,39,37.11,1099.24
2023-06-26,Store-North,Electronics,0,48,35.34,1133.83
2023-06-26,Store-North,Apparel,1,35,212.04,1226.49
2023-06-26,Store-North,Home & Kitchen,0,31,19.87,834.57
2023-06-26,Store-North,Beauty,0,27,28.28,785.63
2023-06-26,Store-South,Electronics,0,43,31.65,1177.0
2023-06-26,Store-South,Apparel,0,21,14.59,741.65
2023-06-26,Store-South,Home & Kitchen,0,35,26.27,901.99
2023-06-26,Store-South,Beauty,0,41,23.5,811.11
2023-06-26,Store-East,Electronics,1,52,250.2,1645.58
2023-06-26,Store-East,Apparel,0,46,20.79,728.37
2023-06-26,Store-East,Home & Kitchen,0,45,27.33,917.07
2023-06-26,Store-East,Beauty,0,27,9.05,701.74
2023-06-26,Store-West,Electronics,0,54,36.6,1275.79
2023-06-26,Store-West,Apparel,0,31,0.52,860.14
2023-06-26,Store-West,Home & Kitchen,1,43,147.66,1081.28
2023-06-26,Store-West,Beauty,0,37,11.03,815.66
2023-06-27,Store-North,Electronics,0,49,45.61,1309.9
2023-06-27,Store-North,Apparel,0,27,9.21,757.07
2023-06-27,Store-North,Home & Kitchen,0,30,17.39,746.54
2023-06-27,Store-North,Beauty,0,25,1.09,722.9
2023-06-27,Store-South,Electronics,1,68,246.57,1537.92
2023-06-27,Store-South,Apparel,0,24,42.17,849.89
2023-06-27,Store-South,Home & Kitchen,1,37,159.82,1187.81
2023-06-27,Store-South,Beauty,0,29,2.16,702.55
2023-06-27,Store-East,Electronics,0,61,7.72,1296.43
2023-06-27,Store-East,Apparel,0,38,34.7,829.24
2023-06-27,Store-East,Home & Kitchen,1,63,210.97,1270.24
2023-06-27,Store-East,Beauty,0,31,7.4,838.13
2023-06-27,Store-West,Electronics,0,39,16.79,1209.45
2023-06-27,Store-West,Apparel,0,24,15.84,777.18
2023-06-27,Store-West,Home & Kitchen,0,49,13.35,761.25
2023-06-27,Store-West,Beauty,0,42,49.41,889.88
2023-06-28,Store-North,Electronics,0,38,9.65,1125.56
2023-06-28,Store-North,Apparel,0,39,26.96,842.4
2023-06-28,Store-North,Home & Kitchen,0,40,33.11,798.7
2023-06-28,Store-North,Beauty,1,35,116.33,1173.79
2023-06-28,Store-South,Electronics,0,46,30.49,1286.0
2023-06-28,Store-South,Apparel,1,56,95.44,1105.49
2023-06-28,Store-South,Home & Kitchen,0,58,0.81,891.34
2023-06-28,Store-South,Beauty,0,42,20.38,917.58
2023-06-28,Store-East,Electronics,0,48,36.89,1188.98
2023-06-28,Store-East,Apparel,0,54,2.9,892.04
2023-06-28,Store-East,Home & Kitchen,0,19,38.97,694.7
2023-06-28,Store-East,Beauty,0,33,45.58,752.29
2023-06-28,Store-West,Electronics,0,55,0.22,1322.95
2023-06-28,Store-West,Apparel,0,24,29.67,822.6
2023-06-28,Store-West,Home & Kitchen,0,23,26.92,829.2
2023-06-28,Store-West,Beauty,0,58,1.33,891.1
2023-06-29,Store-North,Electronics,0,46,44.72,1041.23
2023-06-29,Store-North,Apparel,0,41,47.76,793.49
2023-06-29,Store-North,Home & Kitchen,0,33,1.05,918.86
2023-06-29,Store-North,Beauty,1,34,238.23,1070.27
2023-06-29,Store-South,Electronics,1,76,298.91,1560.01
2023-06-29,Store-South,Apparel,0,29,41.23,885.03
2023-06-29,Store-South,Home & Kitchen,0,44,9.26,727.62
2023-06-29,Store-South,Beauty,0,24,48.24,858.59
2023-06-29,Store-East,Electronics,0,46,47.77,1238.51
2023-06-29,Store-East,Apparel,1,60,58.72,1131.64
2023-06-29,Store-East,Home & Kitchen,0,26,32.52,795.73
2023-06-29,Store-East,Beauty,1,31,284.33,1075.86
2023-06-29,Store-West,Electronics,1,62,172.29,1874.95
2023-06-29,Store-West,Apparel,1,46,265.06,1260.82
2023-06-29,Store-West,Home & Kitchen,0,27,39.99,858.63
2023-06-29,Store-West,Beauty,0,38,49.31,872.3
2023-06-30,Store-North,Electronics,1,101,181.74,1568.14
2023-06-30,Store-North,Apparel,0,48,37.29,738.64
2023-06-30,Store-North,Home & Kitchen,0,21,24.07,692.22
2023-06-30,Store-North,Beauty,0,34,19.65,857.56
2023-06-30,Store-South,Electronics,0,49,42.13,1172.99
2023-06-30,Store-South,Apparel,0,32,10.09,872.01
2023-06-30,Store-South,Home & Kitchen,0,30,34.5,853.58
2023-06-30,Store-South,Beauty,1,37,134.87,1069.35
2023-06-30,Store-East,Electronics,0,39,14.66,1329.63
2023-06-30,Store-East,Apparel,0,25,39.12,833.05
2023-06-30,Store-East,Home & Kitchen,0,30,44.0,847.72
2023-06-30,Store-East,Beauty,0,38,10.22,809.24
2023-06-30,Store-West,Electronics,0,80,41.62,1372.34
2023-06-30,Store-West,Apparel,1,32,184.47,1098.04
2023-06-30,Store-West,Home & Kitchen,1,40,267.02,1111.52
2023-06-30,Store-West,Beauty,0,40,25.08,750.68
2023-07-01,Store-North,Electronics,0,50,20.78,1589.62
2023-07-01,Store-North,Apparel,1,65,167.47,1644.7
2023-07-01,Store-North,Home & Kitchen,0,36,3.35,1199.07
2023-07-01,Store-North,Beauty,0,34,21.32,1059.41
2023-07-01,Store-South,Electronics,0,66,37.86,1451.75
2023-07-01,Store-South,Apparel,0,45,40.39,1216.84
2023-07-01,Store-South,Home & Kitchen,0,61,21.95,1105.08
2023-07-01,Store-South,Beauty,0,55,13.24,1125.79
2023-07-01,Store-East,Electronics,0,49,18.69,1414.72
2023-07-01,Store-East,Apparel,0,46,1.93,994.89
2023-07-01,Store-East,Home & Kitchen,0,37,9.48,1177.57
2023-07-01,Store-East,Beauty,0,33,25.26,987.07
2023-07-01,Store-West,Electronics,0,92,10.44,1660.19
2023-07-01,Store-West,Apparel,0,38,0.29,960.89
2023-07-01,Store-West,Home & Kitchen,0,33,7.65,1020.38
2023-07-01,Store-West,Beauty,1,55,156.21,1362.3
2023-07-02,Store-North,Electronics,1,79,108.89,2232.59
2023-07-02,Store-North,Apparel,1,75,215.13,1591.96
2023-07-02,Store-North,Home & Kitchen,0,62,48.31,1173.87
2023-07-02,Store-North,Beauty,0,49,19.03,934.72
2023-07-02,Store-South,Electronics,1,155,156.29,2561.01
2023-07-02,Store-South,Apparel,0,68,19.19,1148.8
2023-07-02,Store-South,Home & Kitchen,0,42,24.07,1058.9
2023-07-02,Store-South,Beauty,0,30,24.24,1020.85
2023-07-02,Store-East,Electronics,0,52,14.71,1653.26
2023-07-02,Store-East,Apparel,1,70,159.77,1401.73
2023-07-02,Store-East,Home & Kitchen,1,49,132.96,1731.01
2023-07-02,Store-East,Beauty,0,53,26.25,927.57
2023-07-02,Store-West,Electronics,0,86,37.12,1502.81
2023-07-02,Store-West,Apparel,0,38,39.83,1001.09
2023-07-02,Store-West,Home & Kitchen,0,36,2.88,1091.54
2023-07-02,Store-West,Beauty,0,34,8.23,976.83
2023-07-03,Store-North,Electronics,0,36,32.11,1257.23
2023-07-03,Store-North,Apparel,0,54,47.29,829.98
2023-07-03,Store-North,Home & Kitchen,0,29,33.33,681.07
2023-07-03,Store-North,Beauty,0,30,31.87,749.59
2023-07-03,Store-South,Electronics,0,61,4.33,1303.66
2023-07-03,Store-South,Apparel,1,42,112.03,961.23
2023-07-03,Store-South,Home & Kitchen,0,27,43.74,804.03
2023-07-03,Store-South,Beauty,0,42,36.63,727.5
2023-07-03,Store-East,Electronics,0,79,30.03,1288.2
2023-07-03,Store-East,Apparel,0,29,20.27,813.99
2023-07-03,Store-East,Home & Kitchen,0,47,4.41,724.67
2023-07-03,Store-East,Beauty,0,51,11.0,820.54
2023-07-03,Store-West,Electronics,0,67,14.9,1220.35
2023-07-03,Store-West,Apparel,1,53,181.13,1264.59
2023-07-03,Store-West,Home & Kitchen,0,49,44.31,919.24
2023-07-03,Store-West,Beauty,0,35,42.16,870.98
2023-07-04,Store-North,Electronics,0,30,12.64,1046.1
2023-07-04,Store-North,Apparel,0,39,37.32,895.32
2023-07-04,Store-North,Home & Kitchen,0,42,16.42,790.26
2023-07-04,Store-North,Beauty,0,53,43.54,905.52
2023-07-04,Store-South,Electronics,0,44,23.42,1192.2
2023-07-04,Store-South,Apparel,0,39,30.28,778.65
2023-07-04,Store-South,Home & Kitchen,0,25,45.18,741.68
2023-07-04,Store-South,Beauty,1,42,100.51,1247.13
2023-07-04,Store-East,Electronics,0,49,39.36,1167.93
2023-07-04,Store-East,Apparel,0,31,0.14,727.52
2023-07-04,Store-East,Home & Kitchen,0,24,3.47,693.14
2023-07-04,Store-East,Beauty,0,21,9.85,730.88
2023-07-04,Store-West,Electronics,1,68,82.2,1841.32
2023-07-04,Store-West,Apparel,0,30,29.57,751.8
2023-07-04,Store-West,Home & Kitchen,0,24,26.51,710.3
2023-07-04,Store-West,Beauty,0,25,31.14,691.59
2023-07-05,Store-North,Electronics,0,58,27.23,1092.23
2023-07-05,Store-North,Apparel,0,26,27.34,747.33
2023-07-05,Store-North,Home & Kitchen,0,51,2.43,800.83
2023-07-05,Store-North,Beauty,0,40,30.95,819.6
2023-07-05,Store-South,Electronics,0,44,35.34,1115.88
2023-07-05,Store-South,Apparel,0,37,48.32,867.01
2023-07-05,Store-South,Home & Kitchen,0,30,9.03,830.0
2023-07-05,Store-South,Beauty,0,19,0.99,682.57
2023-07-05,Store-East,Electronics,0,38,35.46,1275.47
2023-07-05,Store-East,Apparel,1,36,60.92,1112.37
2023-07-05,Store-East,Home & Kitchen,0,19,29.7,691.43
2023-07-05,Store-East,Beauty,1,48,69.21,1287.34
2023-07-05,Store-West,Electronics,0,62,40.96,1220.25
2023-07-05,Store-West,Apparel,0,52,30.6,813.38
2023-07-05,Store-West,Home & Kitchen,1,47,157.3,1279.63
2023-07-05,Store-West,Beauty,0,24,11.14,760.37
2023-07-06,Store-North,Electronics,0,37,13.27,1215.27
2023-07-06,Store-North,Apparel,0,52,34.12,793.44
2023-07-06,Store-North,Home & Kitchen,0,46,9.37,902.85
2023-07-06,Store-North,Beauty,0,39,20.75,834.73
2023-07-06,Store-South,Electronics,0,44,28.15,1294.79
2023-07-06,Store-South,Apparel,0,31,3.77,882.84
2023-07-06,Store-South,Home & Kitchen,0,32,13.73,789.31
2023-07-06,Store-South,Beauty,0,39,25.45,819.32
2023-07-06,Store-East,Electronics,1,71,158.91,1572.43
2023-07-06,Store-East,Apparel,0,27,34.08,750.55
2023-07-06,Store-East,Home & Kitchen,0,35,47.2,739.59
2023-07-06,Store-East,Beauty,1,49,128.2,1038.83
2023-07-06,Store-West,Electronics,0,68,26.52,1209.14
2023-07-06,Store-West,Apparel,0,30,8.81,902.32
2023-07-06,Store-West,Home & Kitchen,0,31,44.18,886.5
2023-07-06,Store-West,Beauty,0,25,38.09,800.92
2023-07-07,Store-North,Electronics,0,66,6.9,1350.39
2023-07-07,Store-North,Apparel,0,37,34.39,886.43
2023-07-07,Store-North,Home & Kitchen,0,25,17.51,763.85
2023-07-07,Store-North,Beauty,0,24,48.08,682.69
2023-07-07,Store-South,Electronics,0,56,26.43,1080.74
2023-07-07,Store-South,Apparel,0,27,6.72,787.19
2023-07-07,Store-South,Home & Kitchen,1,29,246.65,1029.6
2023-07-07,Store-South,Beauty,1,51,127.14,1054.79
2023-07-07,Store-East,Electronics,0,37,25.95,1067.91
2023-07-07,Store-East,Apparel,1,44,255.02,1265.55
2023-07-07,Store-East,Home & Kitchen,0,26,46.89,825.61
2023-07-07,Store-East,Beauty,0,49,19.22,830.82
2023-07-07,Store-West,Electronics,0,45,29.63,1375.02
2023-07-07,Store-West,Apparel,0,35,42.84,863.54
2023-07-07,Store-West,Home & Kitchen,1,41,143.37,1223.29
2023-07-07,Store-West,Beauty,0,47,19.71,722.9
2023-07-08,Store-North,Electronics,1,82,288.35,2216.03
2023-07-08,Store-North,Apparel,0,36,16.03,958.58
2023-07-08,Store-North,Home & Kitchen,0,32,41.26,1040.51
2023-07-08,Store-North,Beauty,0,32,24.01,1135.15
2023-07-08,Store-South,Electronics,0,111,29.96,1740.69
2023-07-08,Store-South,Apparel,0,47,3.58,1028.96
2023-07-08,Store-South,Home & Kitchen,0,63,27.5,999.63
2023-07-08,Store-South,Beauty,1,44,273.65,1409.02
2023-07-08,Store-East,Electronics,0,84,43.51,1684.91
2023-07-08,Store-East,Apparel,0,34,21.78,1143.89
2023-07-08,Store-East,Home & Kitchen,0,46,14.06,962.6
2023-07-08,Store-East,Beauty,0,37,2.44,918.11
2023-07-08,Store-West,Electronics,0,43,16.47,1401.55
2023-07-08,Store-West,Apparel,0,75,45.71,1222.99
2023-07-08,Store-West,Home & Kitchen,0,37,46.28,945.97
2023-07-08,Store-West,Beauty,0,64,21.05,1061.74
2023-07-09,Store-North,Electronics,0,52,43.83,1472.58
2023-07-09,Store-North,Apparel,0,65,27.39,1037.31
2023-07-09,Store-North,Home & Kitchen,0,30,46.89,1013.57
2023-07-09,Store-North,Beauty,0,37,13.24,928.78
2023-07-09,Store-South,Electronics,1,108,288.39,2398.73
2023-07-09,Store-South,Apparel,0,33,37.03,930.96
2023-07-09,Store-South,Home & Kitchen,0,46,39.98,996.67
2023-07-09,Store-South,Beauty,0,45,29.22,994.66
2023-07-09,Store-East,Electronics,0,52,15.84,1454.14
2023-07-09,Store-East,Apparel,1,80,292.54,1604.56
2023-07-09,Store-East,Home & Kitchen,0,31,38.97,947.78
2023-07-09,Store-East,Beauty,0,48,1.37,1153.57
2023-07-09,Store-West,Electronics,0,44,45.72,1381.14
2023-07-09,Store-West,Apparel,0,30,23.62,1057.47
2023-07-09,Store-West,Home & Kitchen,0,64,17.8,1120.04
2023-07-09,Store-West,Beauty,1,43,107.73,1468.26
2023-07-10,Store-North,Electronics,1,73,101.25,1719.63
2023-07-10,Store-North,Apparel,0,24,41.94,699.97
2023-07-10,Store-North,Home & Kitchen,0,31,38.22,903.14
2023-07-10,Store-North,Beauty,0,39,18.25,777.66
2023-07-10,Store-South,Electronics,0,61,31.37,1309.54
2023-07-10,Store-South,Apparel,0,27,0.57,776.45
2023-07-10,Store-South,Home & Kitchen,1,37,89.11,1217.72
2023-07-10,Store-South,Beauty,0,21,16.72,681.7
2023-07-10,Store-East,Electronics,0,37,13.1,1195.4
2023-07-10,Store-East,Apparel,0,43,44.67,730.79
2023-07-10,Store-East,Home & Kitchen,0,44,27.73,758.98
2023-07-10,Store-East,Beauty,0,32,13.75,705.03
2023-07-10,Store-West,Electronics,0,40,49.12,1367.99
2023-07-10,Store-West,Apparel,1,35,90.16,1061.52
2023-07-10,Store-West,Home & Kitchen,1,73,258.19,1219.9
2023-07-10,Store-West,Beauty,0,25,17.53,764.43
2023-07-11,Store-North,Electronics,0,52,21.32,1277.87
2023-07-11,Store-North,Apparel,0,38,2.64,757.44
2023-07-11,Store-North,Home & Kitchen,1,41,126.34,1097.62
2023-07-11,Store-North,Beauty,1,50,159.11,1178.04
2023-07-11,Store-South,Electronics,0,49,15.14,1376.21
2023-07-11,Store-South,Apparel,0,34,29.36,806.5
2023-07-11,Store-South,Home & Kitchen,0,33,16.41,691.32
2023-07-11,Store-South,Beauty,0,23,29.94,801.39
2023-07-11,Store-East,Electronics,0,36,40.17,1153.33
2023-07-11,Store-East,Apparel,1,38,202.93,1119.38
2023-07-11,Store-East,Home & Kitchen,0,36,45.18,844.41
2023-07-11,Store-East,Beauty,0,23,12.52,732.06
2023-07-11,Store-West,Electronics,0,77,24.54,1217.35
2023-07-11,Store-West,Apparel,0,45,34.31,703.02
2023-07-11,Store-West,Home & Kitchen,0,35,37.02,854.33
2023-07-11,Store-West,Beauty,0,42,5.5,849.42
2023-07-12,Store-North,Electronics,0,50,41.21,1289.4
2023-07-12,Store-North,Apparel,0,49,48.52,833.31
2023-07-12,Store-North,Home & Kitchen,0,38,8.88,903.91
2023-07-12,Store-North,Beauty,1,41,237.03,1073.04
2023-07-12,Store-South,Electronics,0,48,3.01,1183.83
2023-07-12,Store-South,Apparel,0,26,11.12,878.19
2023-07-12,Store-South,Home & Kitchen,0,27,43.48,773.14
2023-07-12,Store-South,Beauty,0,54,27.33,867.08
2023-07-12,Store-East,Electronics,1,43,184.55,1505.77
2023-07-12,Store-East,Apparel,0,40,2.62,737.57
2023-07-12,Store-East,Home & Kitchen,1,45,165.42,978.98
2023-07-12,Store-East,Beauty,0,34,16.97,729.65
2023-07-12,Store-West,Electronics,0,65,46.32,1178.18
2023-07-12,Store-West,Apparel,0,39,47.83,717.26
2023-07-12,Store-West,Home & Kitchen,0,42,33.56,894.94
2023-07-12,Store-West,Beauty,0,33,2.38,733.83
2023-07-13,Store-North,Electronics,1,56,225.34,1718.8
2023-07-13,Store-North,Apparel,0,40,15.3,719.29
2023-07-13,Store-North,Home & Kitchen,1,41,102.41,982.98
2023-07-13,Store-North,Beauty,0,25,40.45,787.32
2023-07-13,Store-South,Electronics,0,71,13.71,1248.81
2023-07-13,Store-South,Apparel,1,36,140.17,1038.15
2023-07-13,Store-South,Home & Kitchen,0,27,37.64,769.26
2023-07-13,Store-South,Beauty,0,20,31.68,704.92
2023-07-13,Store-East,Electronics,0,49,42.72,1216.25
2023-07-13,Store-East,Apparel,1,43,265.12,1285.35
2023-07-13,Store-East,Home & Kitchen,0,36,38.49,911.53
2023-07-13,Store-East,Beauty,0,36,39.59,798.02
2023-07-13,Store-West,Electronics,0,31,15.52,1034.15
2023-07-13,Store-West,Apparel,0,28,19.19,862.02
2023-07-13,Store-West,Home & Kitchen,0,42,29.25,836.65
2023-07-13,Store-West,Beauty,0,23,38.77,770.61
2023-07-14,Store-North,Electronics,1,49,267.29,1600.87
2023-07-14,Store-North,Apparel,0,35,14.63,878.37
2023-07-14,Store-North,Home & Kitchen,1,31,98.78,1099.24
2023-07-14,Store-North,Beauty,0,25,38.57,731.46
2023-07-14,Store-South,Electronics,0,57,3.57,1115.33
2023-07-14,Store-South,Apparel,0,31,21.22,719.85
2023-07-14,Store-South,Home & Kitchen,0,28,30.21,781.93
2023-07-14,Store-South,Beauty,0,49,43.0,896.51
2023-07-14,Store-East,Electronics,0,84,11.77,1321.41
2023-07-14,Store-East,Apparel,0,22,43.7,707.32
2023-07-14,Store-East,Home & Kitchen,1,57,220.99,1128.87
2023-07-14,Store-East,Beauty,0,29,26.85,848.09
2023-07-14,Store-West,Electronics,0,40,18.41,1110.57
2023-07-14,Store-West,Apparel,0,43,12.91,868.72
2023-07-14,Store-West,Home & Kitchen,0,33,46.2,845.92
2023-07-14,Store-West,Beauty,1,72,176.65,1274.96
2023-07-15,Store-North,Electronics,0,47,15.18,1547.31
2023-07-15,Store-North,Apparel,0,40,9.15,1172.23
2023-07-15,Store-North,Home & Kitchen,1,43,126.73,1496.52
2023-07-15,Store-North,Beauty,0,68,36.63,1183.11
2023-07-15,Store-South,Electronics,0,42,7.19,1399.65
2023-07-15,Store-South,Apparel,0,68,49.39,1091.36
2023-07-15,Store-South,Home & Kitchen,0,55,20.15,931.25
2023-07-15,Store-South,Beauty,0,46,4.33,948.46
2023-07-15,Store-East,Electronics,0,82,30.89,1515.65
2023-07-15,Store-East,Apparel,0,45,2.37,1095.85
2023-07-15,Store-East,Home & Kitchen,0,31,48.69,990.57
2023-07-15,Store-East,Beauty,0,33,48.42,1136.61
2023-07-15,Store-West,Electronics,0,83,32.54,1422.9
2023-07-15,Store-West,Apparel,0,29,1.3,923.43
2023-07-15,Store-West,Home & Kitchen,0,40,18.4,1030.86
2023-07-15,Store-West,Beauty,1,56,144.3,1572.44
2023-07-16,Store-North,Electronics,0,55,31.19,1521.82
2023-07-16,Store-North,Apparel,0,31,3.2,933.2
2023-07-16,Store-North,Home & Kitchen,0,38,14.91,1090.46
2023-07-16,Store-North,Beauty,0,56,16.0,1095.91
2023-07-16,Store-South,Electronics,0,61,29.59,1383.04
2023-07-16,Store-South,Apparel,1,45,105.75,1353.37
2023-07-16,Store-South,Home & Kitchen,1,56,289.44,1646.88
2023-07-16,Store-South,Beauty,1,75,160.65,1444.95
2023-07-16,Store-East,Electronics,0,53,3.81,1730.91
2023-07-16,Store-East,Apparel,0,59,28.17,1238.36
2023-07-16,Store-East,Home & Kitchen,1,88,153.96,1656.6
2023-07-16,Store-East,Beauty,0,39,9.06,1139.32
2023-07-16,Store-West,Electronics,0,67,48.17,1847.24
2023-07-16,Store-West,Apparel,0,42,27.5,1155.54
2023-07-16,Store-West,Home & Kitchen,0,70,45.43,1064.64
2023-07-16,Store-West,Beauty,0,39,10.04,953.49
2023-07-17,Store-North,Electronics,0,32,30.02,1102.3
2023-07-17,Store-North,Apparel,1,34,239.89,1129.0
2023-07-17,Store-North,Home & Kitchen,0,35,7.17,840.54
2023-07-17,Store-North,Beauty,0,28,7.51,891.66
2023-07-17,Store-South,Electronics,0,78,18.02,1359.93
2023-07-17,Store-South,Apparel,1,48,270.16,1118.8
2023-07-17,Store-South,Home & Kitchen,0,24,47.66,692.31
2023-07-17,Store-South,Beauty,0,29,27.47,852.38
2023-07-17,Store-East,Electronics,0,40,9.11,1255.3
2023-07-17,Store-East,Apparel,0,28,28.3,888.15
2023-07-17,Store-East,Home & Kitchen,0,27,49.4,820.91
2023-07-17,Store-East,Beauty,0,25,37.28,822.7
2023-07-17,Store-West,Electronics,0,73,12.74,1140.74
2023-07-17,Store-West,Apparel,0,20,0.31,712.49
2023-07-17,Store-West,Home & Kitchen,0,42,49.07,754.98
2023-07-17,Store-West,Beauty,1,45,60.55,1165.07
2023-07-18,Store-North,Electronics,1,58,229.96,1511.28
2023-07-18,Store-North,Apparel,1,58,252.19,1058.47
2023-07-18,Store-North,Home & Kitchen,0,44,29.02,688.69
2023-07-18,Store-North,Beauty,0,48,27.56,738.72
2023-07-18,Store-South,Electronics,0,56,21.75,1168.89
2023-07-18,Store-South,Apparel,0,27,13.92,717.35
2023-07-18,Store-South,Home & Kitchen,0,26,12.11,687.78
2023-07-18,Store-South,Beauty,0,35,32.24,690.98
2023-07-18,Store-East,Electronics,0,37,3.87,1021.58
2023-07-18,Store-East,Apparel,0,23,15.06,745.43
2023-07-18,Store-East,Home & Kitchen,1,36,85.02,1064.62
2023-07-18,Store-East,Beauty,0,35,34.18,900.69
2023-07-18,Store-West,Electronics,0,65,37.96,1358.08
2023-07-18,Store-West,Apparel,1,51,269.62,1242.84
2023-07-18,Store-West,Home & Kitchen,0,31,15.53,830.98
2023-07-18,Store-West,Beauty,0,58,22.16,887.03
2023-07-19,Store-North,Electronics,0,60,26.57,1331.14
2023-07-19,Store-North,Apparel,0,56,14.61,915.51
2023-07-19,Store-North,Home & Kitchen,0,25,43.3,779.98
2023-07-19,Store-North,Beauty,0,26,42.93,892.11
2023-07-19,Store-South,Electronics,0,39,6.8,1040.15
2023-07-19,Store-South,Apparel,1,34,107.43,1219.32
2023-07-19,Store-South,Home & Kitchen,0,22,31.24,773.64
